date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:26:44	147430/147430	---M-Z	200	added ('OK')	text/css	etag:W/%2223fe6-aYfjva16Ol0UPd8kU+KXgtvZnCk%22	https://cdn.jsdelivr.net/npm/bootstrap@3.3.5/dist/css/bootstrap.css	C:/My%20Web%20Sites/Assignment%20webclone/cdn.jsdelivr.net/npm/bootstrap@3.3.5/dist/css/bootstrap.css	(from https://lsetf.ng/)
09:26:44	16308/16308	---M-Z	200	added ('OK')	text/css	etag:W/%223fb4-6dHR/utgbxgvtMSZ8+/fPh4DGys%22	https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/7.x-3.x/drupal-bootstrap.css	C:/My%20Web%20Sites/Assignment%20webclone/cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/7.x-3.x/drupal-bootstrap.css	(from https://lsetf.ng/)
09:26:45	51358/51358	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jun%202023%2017:50:12%20GMT	https://lsetf.ng/sites/all/themes/ysl/css/style.css?rz0jao	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/themes/ysl/css/stylec6fe.css	(from https://lsetf.ng/)
09:26:52	72259/72259	---M--	200	added ('OK')	text/css	date:Sun,%2025%20Apr%202021%2013:51:48%20GMT	https://lsetf.ng/sites/all/themes/ysl/css/animate.css	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/themes/ysl/css/animate.css	(from https://lsetf.ng/)
09:26:52	3793/3793	---MCZ	200	added ('OK')	text/css	etag:W/%221114a7e96af88899168e7bebc4b1270b%22	http://fast.fonts.net/cssapi/c774e746-6bf6-454a-b9d4-ff448a288b90.css	C:/My%20Web%20Sites/Assignment%20webclone/fast.fonts.net/cssapi/c774e746-6bf6-454a-b9d4-ff448a288b90.css	(from https://lsetf.ng/)
09:26:52	277145/277145	---M--	200	added ('OK')	text/css	date:Sun,%2025%20Apr%202021%2013:51:55%20GMT	https://lsetf.ng/sites/all/themes/ysl/css/ihover.css	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/themes/ysl/css/ihover.css	(from https://lsetf.ng/)
09:26:52	1525/1525	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202016%2014:57:30%20GMT	https://lsetf.ng/sites/all/libraries/modernizr/modernizr.min.js?rz0jao	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/libraries/modernizr/modernizr.minc6fe.js	(from https://lsetf.ng/)
09:27:15	93107/93107	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202016%2015:28:16%20GMT	https://lsetf.ng/sites/all/modules/jquery_update/replace/jquery/1.10/jquery.min.js	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/modules/jquery_update/replace/jquery/1.10/jquery.min.js	(from https://lsetf.ng/)
09:27:16	68890/68890	---M-Z	200	added ('OK')	application/javascript	etag:W/%2210d1a-u/VeIPHrtjaFInmfKds5gwoI75M%22	https://cdn.jsdelivr.net/npm/bootstrap@3.3.5/dist/js/bootstrap.js	C:/My%20Web%20Sites/Assignment%20webclone/cdn.jsdelivr.net/npm/bootstrap@3.3.5/dist/js/bootstrap.js	(from https://lsetf.ng/)
09:27:16	11960/11960	---M--	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202016%2014:22:06%20GMT	https://lsetf.ng/sites/all/libraries/colorbox/jquery.colorbox-min.js?rz0jao	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/libraries/colorbox/jquery.colorbox-minc6fe.js	(from https://lsetf.ng/)
09:27:17	2555/2555	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20May%202022%2010:30:57%20GMT	https://lsetf.ng/sites/all/modules/colorbox/js/colorbox.js?rz0jao	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/modules/colorbox/js/colorboxc6fe.js	(from https://lsetf.ng/)
09:27:18	661/661	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20May%202022%2010:30:57%20GMT	https://lsetf.ng/sites/all/modules/colorbox/styles/default/colorbox_style.js?rz0jao	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/modules/colorbox/styles/default/colorbox_stylec6fe.js	(from https://lsetf.ng/)
09:27:19	45178/45178	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202016%2015:35:10%20GMT	https://lsetf.ng/sites/all/modules/lightbox2/js/lightbox.js?1695020901	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/modules/lightbox2/js/lightbox5b48.js	(from https://lsetf.ng/)
09:27:20	6375/6375	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Mar%202023%2018:47:15%20GMT	https://lsetf.ng/sites/all/modules/google_analytics/googleanalytics.js?rz0jao	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/modules/google_analytics/googleanalyticsc6fe.js	(from https://lsetf.ng/)
09:27:20	3139/3139	---M--	200	added ('OK')	application/javascript	date:Mon,%2019%20Mar%202018%2019:30:42%20GMT	https://lsetf.ng/sites/all/libraries/scrolltext/jQuery.scrollText.js	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/libraries/scrolltext/jQuery.scrollText.js	(from https://lsetf.ng/)
09:27:21	65512/65512	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c2b1a60bb32f4e2da8b44695ad92284%22	http://cdn.cookie-script.com/s/debaf0a8eacf436c4be0a4c755fee150.js	C:/My%20Web%20Sites/Assignment%20webclone/cdn.cookie-script.com/s/debaf0a8eacf436c4be0a4c755fee150.js	(from https://lsetf.ng/)
09:27:22	125088/125088	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2015:23:46%20GMT	https://lsetf.ng/sites/default/files/logo_0.png	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/logo_0.png	(from https://lsetf.ng/)
09:27:22	31325/31325	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2007:05:57%20GMT	https://lsetf.ng/content/overview	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/overview.html	(from https://lsetf.ng/)
09:27:23	32288/32288	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:02:58%20GMT	https://lsetf.ng/content/vision-mission-core-values	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/vision-mission-core-values.html	(from https://lsetf.ng/)
09:27:24	41918/41918	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:21%20GMT	https://lsetf.ng/board-of-trustees	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/board-of-trustees.html	(from https://lsetf.ng/)
09:27:25	39524/39524	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:21%20GMT	https://lsetf.ng/management-team	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/management-team.html	(from https://lsetf.ng/)
09:27:25	40879/40879	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:22%20GMT	https://lsetf.ng/content/msme-loan-programme	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/msme-loan-programme.html	(from https://lsetf.ng/)
09:27:26	34745/34745	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:23%20GMT	https://lsetf.ng/content/lagos-msme-recovery-fund-20	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/lagos-msme-recovery-fund-20.html	(from https://lsetf.ng/)
09:27:26	35393/35393	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:23%20GMT	https://lsetf.ng/beneficiaries	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/beneficiaries.html	(from https://lsetf.ng/)
09:27:27	35982/35982	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:24%20GMT	https://lsetf.ng/testimonials	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/testimonials.html	(from https://lsetf.ng/)
09:27:27	32559/32559	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:24%20GMT	https://lsetf.ng/content/job-hubs	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/job-hubs.html	(from https://lsetf.ng/)
09:27:28	31824/31824	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:25%20GMT	https://lsetf.ng/content/lagos-innovates	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/lagos-innovates.html	(from https://lsetf.ng/)
09:27:28	32180/32180	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:25%20GMT	https://lsetf.ng/content/employability	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/employability.html	(from https://lsetf.ng/)
09:27:29	36584/36584	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:26%20GMT	https://lsetf.ng/content/lagos-cares	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/lagos-cares.html	(from https://lsetf.ng/)
09:27:29	32101/32101	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:26%20GMT	https://lsetf.ng/content/leap-tourism	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/leap-tourism.html	(from https://lsetf.ng/)
09:27:30	42603/42603	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:27%20GMT	https://lsetf.ng/latest-news	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/latest-news.html	(from https://lsetf.ng/)
09:27:30	32176/32176	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:27%20GMT	https://lsetf.ng/blog	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/blog.html	(from https://lsetf.ng/)
09:27:31	54928/54928	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:27%20GMT	https://lsetf.ng/learning-centre/12	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/learning-centre/12.html	(from https://lsetf.ng/)
09:27:31	46101/46101	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:28%20GMT	https://lsetf.ng/newsletter	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/newsletter.html	(from https://lsetf.ng/)
09:27:32	32964/32964	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:28%20GMT	https://lsetf.ng/content/volunteer-network	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/volunteer-network.html	(from https://lsetf.ng/)
09:27:32	43166/43166	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:29%20GMT	https://lsetf.ng/partners	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/partners.html	(from https://lsetf.ng/)
09:27:32	4451/4451	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:16:58%20GMT	https://lsetf.ng/sites/all/themes/ysl/img/diamond.png	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/themes/ysl/img/diamond.png	(from https://lsetf.ng/)
09:27:33	57470/57470	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2013:35:09%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/NEW%20LANDLINE%20FOR%20WEBSITE.jpg?itok=Htftqa3l	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/NEW%20LANDLINE%20FOR%20WEBSITE7305.jpg	(from https://lsetf.ng/)
09:27:33	55840/55840	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20May%202023%2013:11:48%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/DISCLAIMER%20POST%20FOR%20WEBSITE.jpg?itok=FZvAnLkx	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/DISCLAIMER%20POST%20FOR%20WEBSITEd4f1.jpg	(from https://lsetf.ng/)
09:27:33	33301/33301	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Dec%202022%2014:59:39%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/Liaison%20Office%20%26%20portal%20(1922%20%c3%97%201082%20px).jpg?itok=WUMHM1BT	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/Liaison%20Office%20&%20portal%20(1922%20%c3%97%201082%20px)8915.jpg	(from https://lsetf.ng/)
09:27:34	113268/113268	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Feb%202023%2008:51:12%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/TACT%20Lagos%20East%20MSME%20Loan.jpg?itok=TQ36-hRp	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/TACT%20Lagos%20East%20MSME%20Loan4eb7.jpg	(from https://lsetf.ng/)
09:27:34	40444/40444	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:31%20GMT	https://lsetf.ng/downloads	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/downloads.html	(from https://lsetf.ng/)
09:27:35	34038/34038	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Dec%202022%2010:47:13%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/WhatsApp%20Image%202022-12-19%20at%202.19.02%20PM.jpeg?itok=faULLEQf	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/WhatsApp%20Image%202022-12-19%20at%202.19.02%20PM1e43.jpg	(from https://lsetf.ng/)
09:27:35	398651/398651	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Feb%202023%2011:41:00%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/Business%20Entry%20Guides%20Banner.png?itok=KhN4L0VN	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/Business%20Entry%20Guides%20Banner0fe7.png	(from https://lsetf.ng/)
09:27:36	42797/42797	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Dec%202022%2010:50:29%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/WhatsApp%20Image%202022-12-19%20at%202.19.47%20PM.jpeg?itok=zMR2pe1k	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/WhatsApp%20Image%202022-12-19%20at%202.19.47%20PM3137.jpg	(from https://lsetf.ng/)
09:27:36	26660/26660	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2011:05:37%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/WhatsApp%20Image%202022-12-16%20at%2012.27.10%20PM.jpeg?itok=yIbkxBdU	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/WhatsApp%20Image%202022-12-16%20at%2012.27.10%20PM002f.jpg	(from https://lsetf.ng/)
09:27:36	26037/26037	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2011:44:13%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/closedit.jpg?itok=eI7hkrAy	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/closeditc2e0.jpg	(from https://lsetf.ng/)
09:27:37	451791/451791	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Dec%202022%2011:05:37%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/Screenshot%20(121).png?itok=GEFlwhJf	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/Screenshot%20(121)2259.png	(from https://lsetf.ng/)
09:27:37	307422/307422	---M--	200	added ('OK')	image/png	date:Thu,%2012%20May%202022%2008:17:51%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/12.png?itok=uw7cmDPN	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/123db2.png	(from https://lsetf.ng/)
09:27:37	110730/110730	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2013:05:51%20GMT	https://lsetf.ng/sites/all/themes/ysl/img/impactSection.png	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/themes/ysl/img/impactSection.png	(from https://lsetf.ng/)
09:27:38	274524/274524	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2012:26:01%20GMT	https://lsetf.ng/sites/default/files/styles/width_800/public/Register%20to%20attend.png?itok=Zrjf2uHp	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/default/files/styles/width_800/public/Register%20to%20attenda37c.png	(from https://lsetf.ng/)
09:27:38	13559/13559	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Apr%202021%2013:52:43%20GMT	https://lsetf.ng/sites/all/themes/ysl/img/li-logo.jpg	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/themes/ysl/img/li-logo.jpg	(from https://lsetf.ng/)
09:27:38	17672/17672	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Apr%202021%2013:52:46%20GMT	https://lsetf.ng/sites/all/themes/ysl/img/lsesp-logo.jpg	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/themes/ysl/img/lsesp-logo.jpg	(from https://lsetf.ng/)
09:27:39	31388/31388	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:36%20GMT	https://lsetf.ng/content/whistle-blowing-policy	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/whistle-blowing-policy.html	(from https://lsetf.ng/)
09:27:39	32543/32543	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:36%20GMT	https://lsetf.ng/content/donate	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/donate.html	(from https://lsetf.ng/)
09:27:40	41978/41978	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:37%20GMT	https://lsetf.ng/learning-centre/1	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/learning-centre/1.html	(from https://lsetf.ng/)
09:27:40	44733/44733	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:37%20GMT	https://lsetf.ng/learning-centre/2	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/learning-centre/2.html	(from https://lsetf.ng/)
09:27:41	35245/35245	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:38%20GMT	https://lsetf.ng/learning-centre/3	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/learning-centre/3.html	(from https://lsetf.ng/)
09:27:41	32373/32373	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:38%20GMT	https://lsetf.ng/content/vacancy-announcement	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/vacancy-announcement.html	(from https://lsetf.ng/)
09:27:42	31322/31322	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:39%20GMT	https://lsetf.ng/tenders	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/tenders.html	(from https://lsetf.ng/)
09:27:42	40135/40135	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:39%20GMT	https://lsetf.ng/frequently-asked-questions	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/frequently-asked-questions.html	(from https://lsetf.ng/)
09:27:43	35842/35842	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:39%20GMT	https://lsetf.ng/content/contact-us	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/contact-us.html	(from https://lsetf.ng/)
09:27:43	49855/49855	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:40%20GMT	https://lsetf.ng/content/privacy-policy	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/privacy-policy.html	(from https://lsetf.ng/)
09:27:44	0/0	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Sep%202023%2008:27:41%20GMT	https://lsetf.ng/content/welcome	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/content/welcome	(from https://lsetf.ng/)
09:27:44	32007/32007	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2008:27:41%20GMT	https://lsetf.ng/user/login?destination=node/62	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/user/loginb36f.html	(from https://lsetf.ng/)
09:27:46	9915/9915	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Jun%202020%2023:39:13%20GMT	https://lsetf.ng/sites/all/themes/bootstrap/js/bootstrap.js?rz0jao	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/themes/bootstrap/js/bootstrapc6fe.js	(from https://lsetf.ng/)
09:27:47	280/280	---M--	200	added ('OK')	image/gif	date:Thu,%2011%20Aug%202022%2016:34:13%20GMT	https://lsetf.ng/sites/all/modules/ubercart/uc_store/images/print.gif	C:/My%20Web%20Sites/Assignment%20webclone/lsetf.ng/sites/all/modules/ubercart/uc_store/images/print.gif	(from https://lsetf.ng/sites/all/modules/ubercart/uc_order/uc_order.css?rz0jao)
